lm_key,gearnet_layers,r,lora_dropout,early_stop_metric,train_layer,bias,patience,lr,gpu,sensitivity,specificity,accuracy,precision,mcc,micro_auroc,train_bce,valid_bce,valid_mcc,epoch_count
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,4,all,5,0.001,1,0.5582,0.9882,0.9659,0.7202,0.6168,0.9306,0.0063,0.2039,0.6458,17
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,3,all,5,0.001,1,0.5486,0.9915,0.9685,0.7783,0.6382,0.9295,0.0,0.3028,0.652,48
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,3,all,5,0.001,1,0.5375,0.9912,0.9677,0.7694,0.6274,0.925,0.002,0.2604,0.636,20
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,3,all,5,0.001,1,0.4896,0.9926,0.9665,0.7832,0.6037,0.9285,0.0065,0.2154,0.6395,16
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,3,all,5,0.001,1,0.5215,0.9919,0.9675,0.7786,0.6217,0.9365,0.0039,0.221,0.6465,18
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,2,all,5,0.001,1,0.5247,0.9919,0.9677,0.7796,0.6242,0.9258,0.0067,0.2006,0.6251,16
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,2,all,5,0.001,1,0.4705,0.9939,0.9668,0.8082,0.6018,0.9247,0.0036,0.2793,0.6316,24
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,2,all,5,0.001,1,0.5502,0.9891,0.9664,0.734,0.6187,0.9381,0.0042,0.2147,0.6386,17
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,2,all,5,0.001,1,0.5167,0.9912,0.9666,0.7624,0.6116,0.9343,0.0054,0.2135,0.6397,16
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,1,all,5,0.001,1,0.5072,0.9921,0.967,0.7775,0.6124,0.9262,0.0017,0.2249,0.6435,19
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,1,all,5,0.001,1,0.5263,0.9893,0.9653,0.7285,0.602,0.9276,0.0022,0.2307,0.6438,19
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,1,all,5,0.001,1,0.5199,0.9911,0.9667,0.7617,0.6133,0.929,0.002,0.2827,0.6224,26
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,1,all,5,0.001,1,0.5534,0.9881,0.9656,0.7169,0.6125,0.9268,0.0037,0.265,0.6327,22
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,4,all,5,0.001,1,0.638,0.9848,0.9668,0.6957,0.6488,0.9343,0.0033,0.2096,0.6493,22
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,4,all,5,0.001,1,0.5981,0.986,0.9659,0.6996,0.6292,0.9372,0.0068,0.1768,0.6457,15
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,4,all,5,0.001,1,0.5774,0.9882,0.9669,0.7269,0.631,0.9221,0.0061,0.2076,0.653,17
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,4,all,5,0.001,1,0.5582,0.9902,0.9678,0.7559,0.6336,0.9301,0.0005,0.2626,0.6495,23
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,3,all,5,0.001,1,0.4864,0.9933,0.967,0.7984,0.6082,0.9316,0.0029,0.2275,0.6287,18
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,3,all,5,0.001,1,0.5821,0.9884,0.9674,0.7329,0.6366,0.9378,0.001,0.2273,0.6472,19
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,3,all,5,0.001,1,0.4896,0.9936,0.9675,0.8079,0.6142,0.9273,0.0053,0.2415,0.6432,16
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,3,all,5,0.001,1,0.5455,0.9875,0.9646,0.7037,0.6016,0.938,0.0082,0.1852,0.6447,15
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,2,all,5,0.001,1,0.3971,0.9956,0.9646,0.8328,0.5608,0.9296,0.0189,0.1841,0.6385,13
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,2,all,5,0.001,1,0.5598,0.9919,0.9695,0.7905,0.6505,0.9349,0.0001,0.2671,0.6432,24
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,2,all,5,0.001,1,0.5247,0.9901,0.966,0.7427,0.6076,0.9389,0.0494,0.1136,0.603,9
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,2,all,5,0.001,1,0.5375,0.9892,0.9658,0.731,0.6098,0.9334,0.0032,0.2386,0.6397,19
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,1,all,5,0.001,1,0.5247,0.9916,0.9675,0.7741,0.6217,0.9319,0.0003,0.2431,0.6314,22
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,1,all,5,0.001,1,0.5024,0.9917,0.9664,0.7683,0.6053,0.9278,0.0083,0.2023,0.6219,15
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,1,all,5,0.001,1,0.4099,0.9941,0.9638,0.7908,0.5539,0.9322,0.0502,0.1252,0.613,9
