lm_key,r,lora_dropout,early_stop_metric,train_layer,bias,patience,lr,gpu,sensitivity,specificity,accuracy,precision,mcc,micro_auroc,train_bce,valid_bce,valid_mcc,epoch_count
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.0005,1,0.547,0.9916,0.9686,0.7813,0.6386,0.9217,0.0105,0.1576,0.6292,10
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,none,3,0.001,1,0.4593,0.9947,0.967,0.8252,0.6013,0.9302,0.0591,0.1009,0.6302,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,none,3,0.0005,1,0.4577,0.9932,0.9655,0.7863,0.5844,0.929,0.0504,0.1017,0.6347,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,all,3,0.001,1,0.4801,0.9943,0.9677,0.8224,0.614,0.9435,0.0816,0.0905,0.6207,5
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,all,3,0.0005,1,0.5423,0.9916,0.9684,0.7798,0.635,0.9335,0.0528,0.102,0.6344,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,none,3,0.001,1,0.5981,0.9875,0.9674,0.7239,0.6413,0.9346,0.0095,0.1412,0.6646,15
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,none,3,0.0005,1,0.547,0.9882,0.9654,0.7176,0.6091,0.9228,0.0129,0.1397,0.6278,9
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,all,3,0.001,1,0.5742,0.9873,0.9659,0.7115,0.6217,0.9067,0.0122,0.1378,0.6545,21
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,all,3,0.0005,1,0.5088,0.9907,0.9657,0.7488,0.6007,0.9303,0.0476,0.104,0.6251,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,none,3,0.001,1,0.6045,0.988,0.9681,0.7331,0.6493,0.9351,0.0525,0.0995,0.6316,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,none,3,0.0005,1,0.5072,0.9922,0.967,0.7794,0.6132,0.9294,0.0328,0.1193,0.6317,7
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,all,3,0.001,1,0.4593,0.9948,0.967,0.8276,0.6023,0.9223,0.0756,0.1202,0.6394,11
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,all,3,0.0005,1,0.5614,0.9883,0.9662,0.7243,0.6206,0.9275,0.0082,0.1651,0.6502,15
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,none,3,0.001,1,0.5869,0.9841,0.9636,0.6691,0.6077,0.92,0.0278,0.1251,0.6486,10
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,none,3,0.0005,1,0.512,0.9909,0.966,0.7535,0.6047,0.9162,0.0131,0.1581,0.6345,10
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,all,3,0.001,1,0.5502,0.9888,0.9661,0.7294,0.6166,0.9329,0.0359,0.1099,0.6289,7
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,all,3,0.0005,1,0.4545,0.9932,0.9653,0.7851,0.5818,0.92,0.0479,0.1142,0.6094,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.001,1,0.5662,0.9896,0.9677,0.7489,0.635,0.9423,0.0769,0.0898,0.6278,5
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.0005,1,0.4769,0.9924,0.9657,0.7746,0.5919,0.9274,0.0526,0.1056,0.6193,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.001,1,0.5215,0.9919,0.9675,0.7786,0.6217,0.935,0.0537,0.0975,0.6456,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.0005,1,0.4115,0.9936,0.9634,0.7771,0.5496,0.9233,0.0331,0.1187,0.6257,7
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.001,1,0.5343,0.991,0.9674,0.7648,0.6234,0.9278,0.0435,0.1057,0.6362,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.0005,1,0.5774,0.9863,0.9651,0.6975,0.6167,0.9312,0.0143,0.1528,0.6214,9
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.001,1,0.5758,0.9901,0.9686,0.76,0.6458,0.9353,0.0506,0.1006,0.6337,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.0005,1,0.5375,0.9898,0.9664,0.7423,0.615,0.9194,0.0091,0.175,0.6302,11
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.001,1,0.5439,0.9908,0.9676,0.7629,0.6283,0.9321,0.0469,0.0985,0.6415,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.0005,1,0.5311,0.991,0.9672,0.7638,0.621,0.9302,0.0567,0.0976,0.6115,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.001,1,0.5295,0.9895,0.9656,0.7329,0.606,0.9264,0.0223,0.1438,0.6475,10
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.0005,1,0.4641,0.9936,0.9661,0.7973,0.5931,0.9255,0.0567,0.105,0.6235,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.001,1,0.5534,0.99,0.9674,0.7511,0.6286,0.9334,0.0457,0.105,0.6251,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.0005,1,0.496,0.9922,0.9665,0.7775,0.6053,0.9316,0.0573,0.0998,0.6263,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.001,1,0.5391,0.9906,0.9672,0.7578,0.6231,0.9393,0.0483,0.097,0.6433,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.0005,1,0.4944,0.9926,0.9668,0.7848,0.6075,0.9264,0.0554,0.1052,0.612,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,none,3,0.001,1,0.5758,0.989,0.9676,0.7413,0.637,0.9477,0.0729,0.0895,0.638,5
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,none,3,0.0005,1,0.4561,0.9929,0.9651,0.7772,0.5796,0.9231,0.032,0.1179,0.6305,7
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,all,3,0.001,1,0.4625,0.9922,0.9647,0.7632,0.5779,0.9167,0.0637,0.0989,0.6323,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,all,3,0.0005,1,0.571,0.9866,0.9651,0.6992,0.6139,0.9219,0.0088,0.1526,0.6355,12
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,none,3,0.001,1,0.6364,0.9852,0.9671,0.7012,0.6508,0.9403,0.0439,0.1029,0.6388,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,none,3,0.0005,1,0.5215,0.9912,0.9669,0.764,0.6153,0.9239,0.0107,0.1617,0.6235,11
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,all,3,0.001,1,0.6188,0.9854,0.9664,0.6978,0.6396,0.94,0.0505,0.0968,0.6467,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,all,3,0.0005,1,0.6077,0.9847,0.9651,0.684,0.6265,0.9203,0.0158,0.1411,0.6248,9
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,none,3,0.001,1,0.5072,0.9936,0.9684,0.8112,0.6269,0.9228,0.0425,0.1159,0.6328,7
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,none,3,0.0005,1,0.4689,0.9929,0.9658,0.784,0.5907,0.9192,0.0479,0.1032,0.6391,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,all,3,0.001,1,0.0973,0.9985,0.9518,0.7821,0.2654,0.7908,0.1456,0.1757,0.2957,7
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,all,3,0.0005,1,0.638,0.9837,0.9658,0.6814,0.6414,0.9301,0.0047,0.1673,0.6246,16
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,none,3,0.001,1,0.5375,0.9909,0.9675,0.7642,0.625,0.9302,0.0456,0.1069,0.6332,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,none,3,0.0005,1,0.4322,0.9942,0.9651,0.8018,0.5736,0.925,0.0478,0.1105,0.6367,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,all,3,0.001,1,0.5136,0.9921,0.9673,0.7797,0.6173,0.9301,0.0491,0.1075,0.6361,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,all,3,0.0005,1,0.5662,0.9894,0.9675,0.7442,0.6328,0.9325,0.0241,0.1205,0.6172,8
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.001,1,0.4593,0.9942,0.9665,0.8113,0.5957,0.9346,0.056,0.1045,0.6145,6
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.0005,1,0.563,0.9881,0.966,0.7204,0.6197,0.9224,0.0098,0.1897,0.6068,11
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.001,1,0.5614,0.9903,0.9681,0.7603,0.6375,0.9373,0.0552,0.0966,0.6346,6
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.0005,1,0.5263,0.9922,0.9681,0.7876,0.6287,0.9309,0.0441,0.1022,0.6274,7
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.001,1,0.5758,0.9861,0.9648,0.6929,0.6135,0.9233,0.015,0.1456,0.6212,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.0005,1,0.5455,0.9879,0.965,0.711,0.6051,0.9238,0.0226,0.1373,0.5944,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.001,1,0.6396,0.9828,0.965,0.6694,0.6359,0.9296,0.0128,0.1477,0.6376,10
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.0005,1,0.5008,0.9908,0.9654,0.7476,0.5953,0.9204,0.0067,0.2057,0.6133,12
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.001,1,0.5789,0.9868,0.9657,0.7062,0.6218,0.926,0.0088,0.164,0.6475,12
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.0005,1,0.4817,0.9912,0.9648,0.7494,0.5841,0.934,0.0475,0.1114,0.608,7
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.001,1,0.4801,0.9922,0.9656,0.7698,0.5919,0.9139,0.0151,0.1684,0.6328,12
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.0005,1,0.4769,0.9912,0.9646,0.7475,0.5803,0.9234,0.0429,0.1123,0.6028,7
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.001,1,0.5375,0.9885,0.9651,0.7186,0.604,0.9214,0.0113,0.1631,0.6066,10
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.0005,1,0.5231,0.9896,0.9655,0.7338,0.6026,0.9318,0.0357,0.1222,0.5951,8
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.001,1,0.5885,0.9855,0.965,0.6897,0.619,0.9285,0.0129,0.1499,0.6339,10
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.0005,1,0.4705,0.9918,0.9648,0.7584,0.5809,0.9311,0.0736,0.0998,0.5996,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.001,1,0.5455,0.988,0.9651,0.7125,0.6058,0.9337,0.0163,0.1342,0.6306,10
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.0005,1,0.4928,0.9916,0.9658,0.763,0.597,0.9349,0.065,0.097,0.613,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.001,1,0.5486,0.9895,0.9666,0.7398,0.6205,0.9335,0.0535,0.0981,0.626,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.0005,1,0.5423,0.9886,0.9655,0.7219,0.6084,0.9282,0.0242,0.1279,0.6155,8
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.001,1,0.5837,0.9846,0.9638,0.674,0.6085,0.9208,0.0072,0.1887,0.6236,12
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.0005,1,0.5455,0.9888,0.9659,0.7277,0.6129,0.9163,0.0099,0.187,0.6189,11
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.001,1,0.5295,0.9905,0.9666,0.7528,0.6151,0.9301,0.0525,0.1007,0.6213,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.0005,1,0.4402,0.9929,0.9643,0.7731,0.5674,0.9301,0.0677,0.1031,0.6059,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.001,1,0.63,0.9848,0.9664,0.693,0.6431,0.9283,0.017,0.142,0.6437,11
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.0005,1,0.4944,0.992,0.9662,0.7711,0.6016,0.9223,0.0181,0.1553,0.6221,9
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.001,1,0.547,0.9893,0.9664,0.7361,0.6178,0.9208,0.0234,0.123,0.6371,9
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.0005,1,0.6204,0.9852,0.9663,0.6959,0.6395,0.9276,0.0278,0.116,0.6241,8
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.001,1,0.4992,0.9927,0.9671,0.7884,0.6121,0.9285,0.0529,0.1026,0.6278,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.0005,1,0.5518,0.9882,0.9656,0.7193,0.6127,0.9182,0.0097,0.1754,0.6239,11
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.001,1,0.5566,0.9888,0.9664,0.7301,0.6206,0.9397,0.0527,0.0976,0.6156,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.0005,1,0.5821,0.9847,0.9638,0.6747,0.6079,0.9252,0.0221,0.1373,0.6087,9
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.001,1,0.5199,0.9924,0.9679,0.7893,0.6255,0.9284,0.0511,0.1007,0.6289,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.0005,1,0.4657,0.9925,0.9652,0.7725,0.5838,0.9294,0.064,0.0997,0.6094,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.001,1,0.5582,0.9909,0.9684,0.7692,0.6398,0.9286,0.0542,0.0915,0.642,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.0005,1,0.5343,0.9906,0.967,0.7562,0.6195,0.9337,0.0613,0.0989,0.6063,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.001,1,0.3876,0.9944,0.963,0.7915,0.5384,0.9231,0.0482,0.1149,0.6078,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.0005,1,0.4434,0.9934,0.9649,0.7853,0.5745,0.9314,0.0664,0.0997,0.6083,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.001,1,0.6124,0.9857,0.9664,0.7007,0.6376,0.9321,0.0093,0.1687,0.6375,12
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.0005,1,0.4306,0.9941,0.9649,0.7988,0.5713,0.9295,0.064,0.1052,0.6093,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.001,1,0.5439,0.9903,0.9672,0.7544,0.6244,0.9314,0.0508,0.097,0.6316,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.0005,1,0.5662,0.9875,0.9657,0.7129,0.6179,0.9278,0.0192,0.1381,0.6269,9
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.001,1,0.5774,0.9888,0.9675,0.7388,0.6367,0.9374,0.0563,0.0929,0.6393,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.0005,1,0.5789,0.9887,0.9675,0.7363,0.6364,0.922,0.0117,0.1547,0.6352,11
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.001,1,0.5136,0.9903,0.9656,0.7436,0.6013,0.927,0.0122,0.1546,0.6256,10
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.0005,1,0.4514,0.9926,0.9646,0.769,0.5731,0.9322,0.0678,0.1001,0.6067,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.001,1,0.5518,0.99,0.9673,0.7505,0.6274,0.9258,0.0086,0.1766,0.6424,15
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.0005,1,0.5742,0.9871,0.9657,0.7087,0.6203,0.9367,0.0381,0.1127,0.6168,7
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.001,1,0.5423,0.9901,0.9669,0.7489,0.6209,0.9329,0.0496,0.0999,0.6369,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.0005,1,0.5598,0.988,0.9658,0.7178,0.6166,0.9262,0.0074,0.1756,0.6348,12
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.001,1,0.5646,0.9887,0.9667,0.7314,0.6258,0.9412,0.0537,0.0948,0.6436,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.0005,1,0.5391,0.9909,0.9675,0.7647,0.6262,0.9213,0.0184,0.1361,0.6319,9
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.001,1,0.5008,0.992,0.9665,0.7734,0.6066,0.9313,0.0467,0.1007,0.6354,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.0005,1,0.4609,0.9932,0.9656,0.7875,0.587,0.9318,0.0632,0.1022,0.6072,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,all,3,0.001,1,0.571,0.988,0.9664,0.7218,0.6249,0.931,0.0173,0.1498,0.6277,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.001,1,0.4896,0.9926,0.9665,0.7832,0.6037,0.9271,0.0559,0.1025,0.6246,6
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.001,0,0.4848,0.9929,0.9665,0.7876,0.6025,0.9244,0.057,0.1019,0.6191,6
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.0005,1,0.5311,0.9898,0.966,0.74,0.6102,0.9277,0.0196,0.1493,0.609,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.0005,0,0.555,0.9871,0.9647,0.7016,0.6061,0.9202,0.0214,0.1409,0.5998,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.001,1,0.5997,0.9852,0.9652,0.6886,0.6246,0.9265,0.0104,0.1571,0.6463,12
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.001,0,0.5279,0.9904,0.9665,0.7506,0.6131,0.9302,0.0562,0.0988,0.6327,6
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.0005,1,0.5167,0.9914,0.9668,0.766,0.6132,0.9256,0.0299,0.1221,0.6257,8
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.0005,0,0.4545,0.9922,0.9644,0.762,0.5722,0.9331,0.0713,0.0965,0.6042,6
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.001,1,0.378,0.9949,0.9629,0.8007,0.535,0.9206,0.0576,0.1113,0.6212,6
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.001,0,0.4402,0.9932,0.9646,0.7797,0.5701,0.9302,0.0347,0.1243,0.6121,7
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.0005,1,0.5088,0.9895,0.9646,0.725,0.59,0.9141,0.0114,0.1812,0.608,11
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.001,1,0.5901,0.9855,0.965,0.689,0.6195,0.9307,0.0162,0.1571,0.6187,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.0005,0,0.4593,0.991,0.9635,0.7366,0.5645,0.9149,0.0214,0.1501,0.5982,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.0005,1,0.5167,0.9892,0.9647,0.7232,0.5939,0.9349,0.0468,0.1089,0.6134,7
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.001,0,0.6045,0.9868,0.967,0.7137,0.6398,0.9361,0.0547,0.0966,0.6214,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.001,1,0.5582,0.9882,0.966,0.7216,0.6175,0.9306,0.0194,0.1503,0.6172,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.0005,0,0.5263,0.9874,0.9635,0.6947,0.5863,0.935,0.0463,0.1068,0.6028,7
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.0005,1,0.5088,0.99,0.9651,0.735,0.5945,0.9194,0.0224,0.1383,0.6056,9
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.001,1,0.5901,0.9886,0.9679,0.7385,0.6439,0.9382,0.0578,0.0915,0.6283,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.001,0,0.5885,0.9857,0.9651,0.6923,0.6203,0.9243,0.0107,0.1523,0.6387,12
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.0005,1,0.5215,0.9909,0.9665,0.7569,0.6121,0.9334,0.0673,0.0972,0.6111,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.001,1,0.4322,0.9947,0.9656,0.8163,0.5793,0.9267,0.0594,0.1078,0.6039,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.0005,0,0.453,0.9921,0.9642,0.7573,0.5692,0.9048,0.0158,0.1657,0.5902,10
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.0005,1,0.5486,0.9865,0.9638,0.6894,0.5965,0.9202,0.0106,0.1787,0.6014,11
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.001,1,0.5566,0.986,0.9637,0.6843,0.5986,0.9248,0.0091,0.1851,0.6107,12
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.001,0,0.5534,0.9893,0.9667,0.7383,0.6226,0.9112,0.019,0.1345,0.6246,10
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.0005,1,0.512,0.9882,0.9636,0.7039,0.5822,0.9358,0.0475,0.1078,0.6084,7
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.001,1,0.5008,0.9911,0.9657,0.7548,0.5984,0.9278,0.0508,0.0997,0.6276,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.0005,1,0.4864,0.9919,0.9657,0.7663,0.5945,0.9375,0.0434,0.1105,0.6237,7
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.0005,0,0.5423,0.9881,0.965,0.7128,0.6041,0.911,0.0143,0.1596,0.6104,11
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.001,1,0.6316,0.9856,0.9673,0.7059,0.6506,0.9344,0.053,0.0981,0.6232,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.001,0,0.4147,0.9953,0.9652,0.828,0.5716,0.92,0.0585,0.1097,0.609,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.0005,1,0.4944,0.9915,0.9657,0.7598,0.5967,0.9255,0.0415,0.1068,0.6227,7
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.001,1,0.4912,0.9929,0.9669,0.7897,0.6076,0.9281,0.0517,0.1018,0.6127,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.0005,0,0.5247,0.9894,0.9653,0.7295,0.6016,0.9164,0.0188,0.1418,0.6021,10
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.0005,1,0.5088,0.9903,0.9654,0.7419,0.5976,0.9261,0.0289,0.1294,0.6078,8
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.001,0,0.5534,0.9879,0.9654,0.714,0.6111,0.9341,0.0538,0.0994,0.6215,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.001,1,0.5486,0.9894,0.9665,0.7382,0.6197,0.9284,0.0315,0.1207,0.6375,7
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.0005,0,0.5231,0.9882,0.9641,0.7069,0.5902,0.9298,0.0213,0.1475,0.5907,9
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.0005,1,0.5423,0.9884,0.9653,0.7188,0.6069,0.9217,0.0188,0.1573,0.609,9
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.001,1,0.6188,0.9843,0.9654,0.6831,0.6321,0.9348,0.018,0.1306,0.6426,9
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.001,0,0.6539,0.9818,0.9648,0.6624,0.6396,0.9326,0.0197,0.1292,0.6334,9
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.0005,1,0.4753,0.9922,0.9654,0.768,0.5881,0.9335,0.0661,0.1011,0.6094,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.001,1,0.563,0.9909,0.9687,0.7707,0.6433,0.9315,0.0539,0.0969,0.6295,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.0005,0,0.4976,0.991,0.9655,0.7518,0.5951,0.9352,0.065,0.0995,0.6057,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.0005,1,0.488,0.9915,0.9654,0.7574,0.5916,0.9278,0.0408,0.1074,0.6176,7
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.001,0,0.5247,0.9916,0.9675,0.7741,0.6217,0.9352,0.0522,0.1021,0.6164,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.001,1,0.4402,0.9943,0.9656,0.807,0.5811,0.9246,0.0538,0.1069,0.6277,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.0005,0,0.5199,0.9911,0.9667,0.7617,0.6133,0.9174,0.0402,0.1034,0.6202,7
